,context,question,answer
152,"辛楣道：“你这人没良心！方才我旁观者看得清清楚楚，孙小姐——唉！这女孩子刁滑得很我带她来，上了大当——孙小姐就像那条鲸鱼，张开了口，你这糊涂虫就像送上门去的那条船。”

    鸿渐笑得打滚道：“神经过敏！神经过敏！”真笑完了，继以假笑，好心里的痛吓退。

    “我相信我们讲的话，全给这女孩子听去了。都是你不好，嗓子提得那么高——”

    “你自己，我可没有。”

    “你想，一个大学毕业生会那样天真幼稚么？‘方先生在哄我，是不是？’”——辛楣逼尖喉咙，自信模仿得维妙维肖", “我相信我们讲的话，全给这女孩子听去了。都是你不好，嗓子提得那么高——”,"{'方先生', '鸿渐'}"
153,辛楣道：“李先生，你一个人用不了这许多呀！是不是高松年托你替学校带的？”梅亭像淹在水里的人，忽然有人拉他一把，感激地不放松道：“对了！对了！内地买不到西药，各位万一生起病来，那时候才知道我李梅亭的功劳呢！”辛楣笑道：“预谢，预谢！有了上半箱的卡片，中国书烧完了，李先生一个人可以教中国文学；有了下半箱的药，中国人全病死了，李先生还可以活着。”顾尔谦道：“哪里的话！李先生不但是学校的功臣，并且是我们的救命恩人——”,“对了！对了！内地买不到西药，各位万一生起病来，那时候才知道我李梅亭的功劳呢！”,"{'李先生', '梅亭'}"
154,李先生若无其事地靠窗昂首抽烟，黑眼镜里欣赏对面的屋顶，两人在床上等得不耐烦，正想叫李梅亭出去忽听那女人说话了：“你们哪块来的啥。”李先生如梦初醒地一跳道：“你问谁呀？我呀？我们是上海来的。”这话并不可笑，而两人笑得把被蒙住头，又赶快揭开被，要听下文。那女人道：“我也是上海来的，逃难来这块的——你们干什么的？”李先生下意识地伸手到口袋里去掏片子，省悟过来，尊严地道：“我们都是大学教授。”,“你问谁呀？我呀？我们是上海来的。”,"{'李梅亭', '李先生'}"
155,李先生听他们话中有因，作酸得心似绞汁的青梅，恨不能向那寡妇问个明白，再痛打阿福一顿。他坐立不定地向外探望，阿福正躲在寡妇房外，左手抚摩着红肿的脸颊，一眼瞥见李梅亭，自言自语：“不向尿缸里照照自己的脸！想吊膀子揩油——”李先生再有涵养工夫也忍不住了，冲出房道：“猪猡！你骂谁？”阿福道：“骂你这猪猡。”李先生道：“猪猡骂我。”阿福道：“我骂猪猡。”,“猪猡！你骂谁？”,"{'李梅亭', '李先生'}"
156,汪处厚见了他，热情地双手握着他的手，好半天搓摩不放，仿佛捉搦了情妇的手，一壁似怨似慕的说：“李先生，你真害我们等死了，我们天天在望你——张先生，薜先生，咱们不是今天早晨还讲起他的——咱们今天早晨还讲起你。路上辛苦啦？好好休息两天，再上课，不忙。我把你的功课全排好了。李先生，咱们俩真是神交久矣。高校长拍电报到成都要我组织中国文学系，我想年纪老了，路又不好走，换生不如守熟，所以我最初实在不想来。高校长，他可真会咕哪！他请舍侄”——张先生，薜先生，黄先生同声说：“汪先生就是汪次长的令伯”——“请舍侄再三劝驾，我却不过情，我内人身体不好，也想换换空气。到这儿来了，知道有你先生，我真高兴，我想这系办得好了——”李梅亭一篇主任口气的训话闷在心里讲不出口，忍住气，搭讪了几句，喝了杯茶，只推头痛，早退席了。,“请舍侄再三劝驾，我却不过情，我内人身体不好，也想换换空气。到这儿来了，知道有你先生，我真高兴，我想这系办得好了——”,"{'汪处厚', '汪先生'}"
157,"他给高松年三百瓦脱的眼光射得不安，觉得这封信不收到是自己的过失，这次来得太冒昧了，果然高松年写信收回成命，同时有一种不出所料的满意，惶遽地说：“没有呀！我真没有收到呀！重要不重要？高先生什么时候发的？”倒像自己撒谎，收到了信在抵赖。

 “咦！怎么没收到？”高松年直跳起来，假惊异的表情做得维妙维肖，比方鸿渐的真惊惶自然得多。他没演话剧，是话剧的不幸而是演员们的大幸——“这信很重要。唉！现在抗战时间的邮政简直该死。可是你先生已经来了，好得很，这些话可以面谈了。”

    鸿渐稍微放心，迎合道：“内地跟上海的信，常出乱子。这次长沙的战事恐怕也有影响，一大批信会遗失，高先生给我的信若是寄出得早——”",“没有呀！我真没有收到呀！重要不重要？高先生什么时候发的？”,"{'鸿渐', '方鸿渐'}"
158,"鸿渐稍微放心，迎合道：“内地跟上海的信，常出乱子。这次长沙的战事恐怕也有影响，一大批信会遗失，高先生给我的信若是寄出得早——”

    高松年做了个一切撇开的手势，宽弘地饶赦那封自己没写，方鸿渐没收到的信：“信就不提了，我深怕方先生看了那封信，会不肯屈就，现在你来了，你就别想跑，呵呵！是这么一回事，你听我说，我跟你先生素昧平生，可是我听辛楣讲起你的学问人品种种，我真高兴，立刻就拍电报请先生来帮忙，电报上说——”高松年顿一顿，试探鸿渐是不是善办交涉的人，因为善办交涉的人决不会这时候替他说他自己许下的条件的。

    可是方鸿渐像鱼吞了饵，一钓就上，急口接说：“高先生电报上招我来当教授，可是没说明白什么系的教授，所以我想问一问？”",“信就不提了，我深怕方先生看了那封信，会不肯屈就，现在你来了，你就别想跑，呵呵！是这么一回事，你听我说，我跟你先生素昧平生，可是我听辛楣讲起你的学问人品种种，我真高兴，立刻就拍电报请先生来帮忙，电报上说——”,"{'高先生', '高松年'}"
159,"方鸿渐笑道：“政治家聚在一起，当然是乌烟瘴气。”

    孙小姐笑了一笑，说：“我今天来谢谢方先生跟赵先生。昨天下午学校会计处把我旅费补送来了。”

    “这是赵先生替你争取来的。跟我无关。”

    “不，我知道，”孙小姐温柔而固执着，“这是你提醒赵先生的。你在船上——”孙小姐省悟多说了半句话，涨红脸，那句话也遭到了腰斩。",  “这是赵先生替你争取来的。跟我无关。”,"{'方先生', '方鸿渐'}"
160,"子潇等鸿渐看见了桌上的信封，忙把这信搁在抽屉里，说：“不相干。有一位朋友招我到外交部去，回他封信。”

    鸿渐信以为真，不得不做出惜别的神情道：“啊哟！怎么陆先生要高就了！校长肯放你走么？”

    子潇连摇头道：“没有的事！做官没有意思，我回信去坚辞的。高校长待人也厚道，好几个电报把我催来，现在你们各位又来了，学校渐渐上规道，我好意思拆他台么？”",“不相干。有一位朋友招我到外交部去，回他封信。”,"{'陆先生', '子潇'}"
161,"鸿渐兴高采烈，没回房就去看辛楣：“老赵，我回来了。今天对不住你，让你一个人吃饭。”

    辛楣因为韩学愈没请自己，独吃了一客又冷又硬的包饭，这吃到的饭在胃里作酸，这没吃到的饭在心里作酸，说：“国际贵宾回来了！饭吃得好呀？是中国菜还是西洋菜？洋太太招待得好不好？”

    “他家里老妈子做的中菜。韩太太真丑！这样的老婆在中国也娶的到，何必去外国去觅呢！辛楣，今天我恨你没有在——”",“国际贵宾回来了！饭吃得好呀？是中国菜还是西洋菜？洋太太招待得好不好？”,"{'老赵', ' 辛楣'}"
162,"鸿渐嗓子里一小处干燥，两手微颤，跟刘东方略事寒暄，就鼓足勇气说：“有一位同事在外面说——我也是人家传给我听的——刘先生很不满意我教的英文，在甲组上课的时候常对学生指摘我讲书的错误——”

    “什么？”刘东方跳起来，“谁说的？”孙小姐脸上的表情更是包罗万象，假装看书也忘掉了。

    “——我本来英文是不行的，这次教英文一半也因为刘先生的命令，讲错当然免不了，只希望刘先生当面教正。不过，这位同事听说跟刘先生有点意见，传来的话我也不甚相信。他还说，我班上那三个傍听的学生也是刘先生派来侦探的。”

    “啊？什么三个学生——孙小姐，你到图书室去替我借一本书，呃，呃，商务出版的‘大学英文选’来，还到庶务科去领——领一百张稿纸来。”

    孙小姐怏怏去了，刘东方听鸿渐报了三个学生的名字，说：“鸿渐兄，你只要想这三个学生都是历史系的，我怎么差唤得动，那位散布谣言的同事是不是历史系的负责人？你把事实聚拢来就明白了。”", “啊？什么三个学生——孙小姐，你到图书室去替我借一本书，呃，呃，商务出版的‘大学英文选’来，还到庶务科去领——领一百张稿纸来。”,"{'刘先生', '刘东方'}"
163,心理分析学者一听这话就知道潜意识在捣鬼，鸿渐把唐晓芙退回自己信的方法报复在旁人身上－－“你干脆把信撕碎了再包－－不，不要了，这太使他难堪。”孙小姐感激道：“我照方先生的话去做，不会错的。我真要谢谢你。我什么事都不懂，也没有一个人可以商量，只怕做错了事。我太不知道怎样做人，做人麻烦死了！方先生，你肯教教我么？”,“你干脆把信撕碎了再包－－不，不要了，这太使他难堪。”,"{'方先生', '鸿渐'}"
